Age,Age_bins
38.0,21-40
33.0,21-40
45.0,41-60
23.0,21-40
34.0,21-40
37.0,21-40
52.0,41-60
40.0,21-40
41.0,41-60
41.0,41-60
39.0,21-40
38.0,21-40
60.0,41-60
36.0,21-40
38.0,21-40
21.0,21-40
35.0,21-40
26.0,21-40
26.0,21-40
51.0,41-60
43.0,41-60
31.0,21-40
40.0,21-40
37.0,21-40
36.0,21-40
36.0,21-40
42.0,41-60
64.0,61-80
50.0,41-60
35.0,21-40
49.0,41-60
29.0,21-40
41.0,41-60
38.0,21-40
40.0,21-40
39.0,21-40
41.0,41-60
35.0,21-40
50.0,41-60
34.0,21-40
34.0,21-40
43.0,41-60
46.0,41-60
33.0,21-40
40.0,21-40
33.0,21-40
36.0,21-40
27.0,21-40
42.0,41-60
35.0,21-40
39.0,21-40
53.0,41-60
40.0,21-40
29.0,21-40
38.0,21-40
50.0,41-60
42.0,41-60
38.0,21-40
43.0,41-60
39.0,21-40
43.0,41-60
26.0,21-40
36.0,21-40
37.0,21-40
32.0,21-40
24.0,21-40
43.0,41-60
59.0,41-60
38.0,21-40
29.0,21-40
72.0,61-80
34.0,21-40
38.0,21-40
38.0,21-40
41.0,41-60
42.0,41-60
30.0,21-40
30.0,21-40
34.0,21-40
50.0,41-60
36.0,21-40
46.0,41-60
24.0,21-40
47.0,41-60
43.0,41-60
49.0,41-60
29.0,21-40
39.0,21-40
28.0,21-40
38.0,21-40
45.0,41-60
36.0,21-40
37.0,21-40
23.0,21-40
39.0,21-40
49.0,41-60
34.0,21-40
32.0,21-40
46.0,41-60
39.0,21-40
40.0,21-40
34.0,21-40
51.0,41-60
40.0,21-40
41.0,41-60
71.0,61-80
51.0,41-60
39.0,21-40
35.0,21-40
40.0,21-40
36.0,21-40
32.0,21-40
34.0,21-40
32.0,21-40
29.0,21-40
48.0,41-60
32.0,21-40
24.0,21-40
31.0,21-40
39.0,21-40
36.0,21-40
46.0,41-60
62.0,61-80
52.0,41-60
32.0,21-40
36.0,21-40
37.0,21-40
35.0,21-40
55.0,41-60
46.0,41-60
32.0,21-40
28.0,21-40
39.0,21-40
29.0,21-40
35.0,21-40
69.0,61-80
55.0,41-60
26.0,21-40
32.0,21-40
37.0,21-40
43.0,41-60
54.0,41-60
31.0,21-40
47.0,41-60
34.0,21-40
38.0,21-40
34.0,21-40
37.0,21-40
37.0,21-40
49.0,41-60
35.0,21-40
28.0,21-40
43.0,41-60
48.0,41-60
46.0,41-60
35.0,21-40
23.0,21-40
47.0,41-60
42.0,41-60
54.0,41-60
50.0,41-60
42.0,41-60
37.0,21-40
52.0,41-60
26.0,21-40
26.0,21-40
44.0,41-60
38.0,21-40
52.0,41-60
37.0,21-40
58.0,41-60
43.0,41-60
25.0,21-40
33.0,21-40
51.0,41-60
61.0,61-80
40.0,21-40
32.0,21-40
33.0,21-40
43.0,41-60
41.0,41-60
29.0,21-40
31.0,21-40
41.0,41-60
35.0,21-40
35.0,21-40
35.0,21-40
32.0,21-40
37.0,21-40
25.0,21-40
41.0,41-60
43.0,41-60
36.0,21-40
37.0,21-40
31.0,21-40
28.0,21-40
42.0,41-60
40.0,21-40
35.0,21-40
43.0,41-60
28.0,21-40
32.0,21-40
33.0,21-40
38.0,21-40
38.0,21-40
37.0,21-40
32.0,21-40
36.0,21-40
33.0,21-40
33.0,21-40
38.0,21-40
20.0,0-20
31.0,21-40
40.0,21-40
54.0,41-60
59.0,41-60
42.0,41-60
41.0,41-60
34.0,21-40
60.0,41-60
41.0,41-60
31.0,21-40
40.0,21-40
67.0,61-80
34.0,21-40
34.0,21-40
61.0,61-80
23.0,21-40
28.0,21-40
47.0,41-60
29.0,21-40
36.0,21-40
37.0,21-40
45.0,41-60
18.0,0-20
51.0,41-60
39.0,21-40
27.0,21-40
34.0,21-40
49.0,41-60
45.0,41-60
36.0,21-40
41.0,41-60
50.0,41-60
44.0,41-60
38.0,21-40
49.0,41-60
29.0,21-40
39.0,21-40
47.0,41-60
27.0,21-40
23.0,21-40
41.0,41-60
40.0,21-40
33.0,21-40
33.0,21-40
31.0,21-40
47.0,41-60
35.0,21-40
30.0,21-40
55.0,41-60
46.0,41-60
33.0,21-40
48.0,41-60
34.0,21-40
33.0,21-40
38.0,21-40
64.0,61-80
39.0,21-40
49.0,41-60
30.0,21-40
30.0,21-40
41.0,41-60
38.0,21-40
32.0,21-40
26.0,21-40
44.0,41-60
43.0,41-60
60.0,41-60
41.0,41-60
40.0,21-40
27.0,21-40
36.0,21-40
52.0,41-60
27.0,21-40
81.0,81-100
54.0,41-60
36.0,21-40
40.0,21-40
47.0,41-60
42.0,41-60
29.0,21-40
35.0,21-40
36.0,21-40
34.0,21-40
39.0,21-40
40.0,21-40
38.0,21-40
31.0,21-40
32.0,21-40
38.0,21-40
37.0,21-40
43.0,41-60
32.0,21-40
29.0,21-40
35.0,21-40
38.0,21-40
61.0,61-80
29.0,21-40
34.0,21-40
31.0,21-40
52.0,41-60
38.0,21-40
41.0,41-60
33.0,21-40
29.0,21-40
40.0,21-40
73.0,61-80
29.0,21-40
36.0,21-40
36.0,21-40
62.0,61-80
32.0,21-40
23.0,21-40
40.0,21-40
58.0,41-60
40.0,21-40
29.0,21-40
33.0,21-40
37.0,21-40
34.0,21-40
51.0,41-60
39.0,21-40
43.0,41-60
40.0,21-40
39.0,21-40
27.0,21-40
33.0,21-40
36.0,21-40
40.0,21-40
49.0,41-60
20.0,0-20
38.0,21-40
59.0,41-60
29.0,21-40
21.0,21-40
43.0,41-60
35.0,21-40
34.0,21-40
43.0,41-60
45.0,41-60
40.0,21-40
35.0,21-40
37.0,21-40
43.0,41-60
28.0,21-40
49.0,41-60
23.0,21-40
36.0,21-40
27.0,21-40
39.0,21-40
46.0,41-60
32.0,21-40
31.0,21-40
32.0,21-40
24.0,21-40
40.0,21-40
63.0,61-80
47.0,41-60
36.0,21-40
46.0,41-60
35.0,21-40
26.0,21-40
43.0,41-60
45.0,41-60
30.0,21-40
54.0,41-60
39.0,21-40
43.0,41-60
61.0,61-80
38.0,21-40
35.0,21-40
28.0,21-40
39.0,21-40
34.0,21-40
44.0,41-60
47.0,41-60
28.0,21-40
42.0,41-60
56.0,41-60
35.0,21-40
58.0,41-60
38.0,21-40
28.0,21-40
32.0,21-40
46.0,41-60
30.0,21-40
58.0,41-60
26.0,21-40
40.0,21-40
29.0,21-40
37.0,21-40
34.0,21-40
28.0,21-40
26.0,21-40
30.0,21-40
43.0,41-60
31.0,21-40
51.0,41-60
30.0,21-40
31.0,21-40
52.0,41-60
52.0,41-60
44.0,41-60
24.0,21-40
36.0,21-40
38.0,21-40
37.0,21-40
40.0,21-40
39.0,21-40
37.0,21-40
30.0,21-40
31.0,21-40
48.0,41-60
31.0,21-40
60.0,41-60
37.0,21-40
28.0,21-40
67.0,61-80
39.0,21-40
32.0,21-40
27.0,21-40
31.0,21-40
39.0,21-40
35.0,21-40
35.0,21-40
38.0,21-40
49.0,41-60
31.0,21-40
49.0,41-60
27.0,21-40
47.0,41-60
40.0,21-40
50.0,41-60
32.0,21-40
46.0,41-60
35.0,21-40
32.0,21-40
37.0,21-40
25.0,21-40
41.0,41-60
20.0,0-20
29.0,21-40
34.0,21-40
39.0,21-40
42.0,41-60
39.0,21-40
31.0,21-40
49.0,41-60
32.0,21-40
41.0,41-60
37.0,21-40
37.0,21-40
20.0,0-20
40.0,21-40
39.0,21-40
61.0,61-80
52.0,41-60
31.0,21-40
60.0,41-60
38.0,21-40
38.0,21-40
32.0,21-40
29.0,21-40
35.0,21-40
21.0,21-40
47.0,41-60
42.0,41-60
31.0,21-40
33.0,21-40
42.0,41-60
54.0,41-60
29.0,21-40
35.0,21-40
62.0,61-80
45.0,41-60
31.0,21-40
34.0,21-40
27.0,21-40
61.0,61-80
48.0,41-60
29.0,21-40
32.0,21-40
36.0,21-40
31.0,21-40
33.0,21-40
36.0,21-40
74.0,61-80
38.0,21-40
36.0,21-40
45.0,41-60
56.0,41-60
30.0,21-40
27.0,21-40
26.0,21-40
41.0,41-60
43.0,41-60
36.0,21-40
38.0,21-40
40.0,21-40
39.0,21-40
37.0,21-40
40.0,21-40
27.0,21-40
83.0,81-100
47.0,41-60
50.0,41-60
40.0,21-40
37.0,21-40
51.0,41-60
42.0,41-60
49.0,41-60
42.0,41-60
69.0,61-80
27.0,21-40
31.0,21-40
61.0,61-80
35.0,21-40
50.0,41-60
71.0,61-80
41.0,41-60
35.0,21-40
40.0,21-40
35.0,21-40
35.0,21-40
34.0,21-40
19.0,0-20
62.0,61-80
78.0,61-80
25.0,21-40
50.0,41-60
49.0,41-60
47.0,41-60
58.0,41-60
29.0,21-40
45.0,41-60
29.0,21-40
28.0,21-40
43.0,41-60
28.0,21-40
50.0,41-60
41.0,41-60
36.0,21-40
34.0,21-40
43.0,41-60
42.0,41-60
63.0,61-80
40.0,21-40
37.0,21-40
43.0,41-60
40.0,21-40
42.0,41-60
46.0,41-60
29.0,21-40
43.0,41-60
39.0,21-40
45.0,41-60
35.0,21-40
35.0,21-40
49.0,41-60
29.0,21-40
36.0,21-40
40.0,21-40
28.0,21-40
39.0,21-40
43.0,41-60
31.0,21-40
30.0,21-40
36.0,21-40
32.0,21-40
48.0,41-60
47.0,41-60
26.0,21-40
35.0,21-40
26.0,21-40
70.0,61-80
45.0,41-60
38.0,21-40
23.0,21-40
57.0,41-60
44.0,41-60
33.0,21-40
32.0,21-40
39.0,21-40
32.0,21-40
37.0,21-40
61.0,61-80
39.0,21-40
43.0,41-60
35.0,21-40
52.0,41-60
40.0,21-40
52.0,41-60
34.0,21-40
39.0,21-40
31.0,21-40
46.0,41-60
69.0,61-80
36.0,21-40
43.0,41-60
36.0,21-40
31.0,21-40
27.0,21-40
55.0,41-60
34.0,21-40
46.0,41-60
40.0,21-40
26.0,21-40
44.0,41-60
53.0,41-60
43.0,41-60
37.0,21-40
33.0,21-40
27.0,21-40
26.0,21-40
28.0,21-40
34.0,21-40
33.0,21-40
28.0,21-40
40.0,21-40
72.0,61-80
53.0,41-60
39.0,21-40
70.0,61-80
32.0,21-40
33.0,21-40
24.0,21-40
28.0,21-40
39.0,21-40
34.0,21-40
38.0,21-40
38.0,21-40
27.0,21-40
63.0,61-80
31.0,21-40
27.0,21-40
33.0,21-40
37.0,21-40
54.0,41-60
41.0,41-60
28.0,21-40
30.0,21-40
41.0,41-60
35.0,21-40
28.0,21-40
33.0,21-40
29.0,21-40
27.0,21-40
27.0,21-40
52.0,41-60
55.0,41-60
39.0,21-40
28.0,21-40
36.0,21-40
47.0,41-60
35.0,21-40
40.0,21-40
46.0,41-60
24.0,21-40
39.0,21-40
56.0,41-60
52.0,41-60
36.0,21-40
45.0,41-60
25.0,21-40
28.0,21-40
22.0,21-40
74.0,61-80
45.0,41-60
51.0,41-60
46.0,41-60
48.0,41-60
41.0,41-60
53.0,41-60
35.0,21-40
33.0,21-40
35.0,21-40
40.0,21-40
36.0,21-40
30.0,21-40
37.0,21-40
32.0,21-40
32.0,21-40
32.0,21-40
33.0,21-40
80.0,61-80
35.0,21-40
48.0,41-60
36.0,21-40
43.0,41-60
33.0,21-40
37.0,21-40
25.0,21-40
52.0,41-60
25.0,21-40
27.0,21-40
18.0,0-20
29.0,21-40
48.0,41-60
44.0,41-60
28.0,21-40
69.0,61-80
41.0,41-60
26.0,21-40
29.0,21-40
26.0,21-40
33.0,21-40
45.0,41-60
48.0,41-60
28.0,21-40
38.0,21-40
32.0,21-40
37.0,21-40
44.0,41-60
27.0,21-40
18.0,0-20
40.0,21-40
35.0,21-40
32.0,21-40
38.0,21-40
46.0,41-60
18.0,0-20
40.0,21-40
34.0,21-40
41.0,41-60
41.0,41-60
60.0,41-60
29.0,21-40
45.0,41-60
52.0,41-60
41.0,41-60
42.0,41-60
40.0,21-40
29.0,21-40
29.0,21-40
46.0,41-60
38.0,21-40
37.0,21-40
35.0,21-40
37.0,21-40
57.0,41-60
29.0,21-40
34.0,21-40
43.0,41-60
36.0,21-40
40.0,21-40
31.0,21-40
41.0,41-60
38.0,21-40
29.0,21-40
72.0,61-80
34.0,21-40
67.0,61-80
46.0,41-60
39.0,21-40
41.0,41-60
36.0,21-40
39.0,21-40
28.0,21-40
42.0,41-60
38.0,21-40
37.0,21-40
29.0,21-40
33.0,21-40
30.0,21-40
35.0,21-40
41.0,41-60
18.0,0-20
35.0,21-40
37.0,21-40
30.0,21-40
42.0,41-60
52.0,41-60
34.0,21-40
45.0,41-60
38.0,21-40
28.0,21-40
62.0,61-80
34.0,21-40
41.0,41-60
35.0,21-40
20.0,0-20
76.0,61-80
42.0,41-60
71.0,61-80
34.0,21-40
40.0,21-40
28.0,21-40
67.0,61-80
55.0,41-60
61.0,61-80
37.0,21-40
26.0,21-40
35.0,21-40
32.0,21-40
55.0,41-60
33.0,21-40
59.0,41-60
39.0,21-40
31.0,21-40
29.0,21-40
44.0,41-60
28.0,21-40
44.0,41-60
35.0,21-40
40.0,21-40
37.0,21-40
36.0,21-40
33.0,21-40
37.0,21-40
47.0,41-60
35.0,21-40
35.0,21-40
24.0,21-40
35.0,21-40
37.0,21-40
33.0,21-40
31.0,21-40
47.0,41-60
40.0,21-40
44.0,41-60
27.0,21-40
31.0,21-40
22.0,21-40
44.0,41-60
31.0,21-40
37.0,21-40
34.0,21-40
31.0,21-40
27.0,21-40
49.0,41-60
40.0,21-40
31.0,21-40
50.0,41-60
32.0,21-40
35.0,21-40
34.0,21-40
38.0,21-40
41.0,41-60
35.0,21-40
31.0,21-40
71.0,61-80
31.0,21-40
40.0,21-40
38.0,21-40
33.0,21-40
33.0,21-40
40.0,21-40
58.0,41-60
34.0,21-40
40.0,21-40
32.0,21-40
32.0,21-40
39.0,21-40
42.0,41-60
30.0,21-40
39.0,21-40
39.0,21-40
40.0,21-40
30.0,21-40
30.0,21-40
35.0,21-40
37.0,21-40
34.0,21-40
37.0,21-40
32.0,21-40
78.0,61-80
28.0,21-40
62.0,61-80
31.0,21-40
39.0,21-40
34.0,21-40
33.0,21-40
29.0,21-40
19.0,0-20
36.0,21-40
63.0,61-80
39.0,21-40
32.0,21-40
33.0,21-40
45.0,41-60
63.0,61-80
31.0,21-40
68.0,61-80
57.0,41-60
34.0,21-40
42.0,41-60
52.0,41-60
51.0,41-60
25.0,21-40
37.0,21-40
32.0,21-40
51.0,41-60
49.0,41-60
23.0,21-40
36.0,21-40
38.0,21-40
31.0,21-40
43.0,41-60
22.0,21-40
36.0,21-40
30.0,21-40
41.0,41-60
22.0,21-40
57.0,41-60
37.0,21-40
41.0,41-60
32.0,21-40
40.0,21-40
56.0,41-60
34.0,21-40
39.0,21-40
30.0,21-40
62.0,61-80
47.0,41-60
40.0,21-40
38.0,21-40
36.0,21-40
32.0,21-40
41.0,41-60
36.0,21-40
43.0,41-60
45.0,41-60
43.0,41-60
23.0,21-40
38.0,21-40
29.0,21-40
39.0,21-40
64.0,61-80
70.0,61-80
32.0,21-40
78.0,61-80
22.0,21-40
37.0,21-40
25.0,21-40
29.0,21-40
35.0,21-40
45.0,41-60
32.0,21-40
46.0,41-60
36.0,21-40
41.0,41-60
69.0,61-80
24.0,21-40
35.0,21-40
51.0,41-60
59.0,41-60
21.0,21-40
68.0,61-80
40.0,21-40
36.0,21-40
43.0,41-60
35.0,21-40
43.0,41-60
27.0,21-40
31.0,21-40
60.0,41-60
21.0,21-40
27.0,21-40
40.0,21-40
64.0,61-80
39.0,21-40
33.0,21-40
54.0,41-60
44.0,41-60
49.0,41-60
39.0,21-40
30.0,21-40
36.0,21-40
42.0,41-60
26.0,21-40
29.0,21-40
39.0,21-40
43.0,41-60
40.0,21-40
40.0,21-40
48.0,41-60
18.0,0-20
49.0,41-60
39.0,21-40
27.0,21-40
34.0,21-40
32.0,21-40
28.0,21-40
45.0,41-60
39.0,21-40
35.0,21-40
28.0,21-40
42.0,41-60
23.0,21-40
43.0,41-60
22.0,21-40
40.0,21-40
30.0,21-40
46.0,41-60
35.0,21-40
30.0,21-40
40.0,21-40
31.0,21-40
36.0,21-40
33.0,21-40
35.0,21-40
36.0,21-40
39.0,21-40
39.0,21-40
27.0,21-40
31.0,21-40
31.0,21-40
29.0,21-40
36.0,21-40
34.0,21-40
48.0,41-60
30.0,21-40
31.0,21-40
51.0,41-60
45.0,41-60
28.0,21-40
39.0,21-40
26.0,21-40
26.0,21-40
28.0,21-40
40.0,21-40
33.0,21-40
39.0,21-40
38.0,21-40
32.0,21-40
48.0,41-60
64.0,61-80
41.0,41-60
46.0,41-60
31.0,21-40
39.0,21-40
38.0,21-40
39.0,21-40
41.0,41-60
26.0,21-40
46.0,41-60
30.0,21-40
24.0,21-40
40.0,21-40
38.0,21-40
25.0,21-40
34.0,21-40
38.0,21-40
34.0,21-40
26.0,21-40
28.0,21-40
43.0,41-60
37.0,21-40
37.0,21-40
24.0,21-40
32.0,21-40
39.0,21-40
40.0,21-40
55.0,41-60
30.0,21-40
38.0,21-40
27.0,21-40
43.0,41-60
33.0,21-40
49.0,41-60
24.0,21-40
32.0,21-40
43.0,41-60
38.0,21-40
40.0,21-40
34.0,21-40
37.0,21-40
33.0,21-40
44.0,41-60
39.0,21-40
36.0,21-40
33.0,21-40
43.0,41-60
62.0,61-80
42.0,41-60
40.0,21-40
50.0,41-60
41.0,41-60
48.0,41-60
33.0,21-40
31.0,21-40
24.0,21-40
21.0,21-40
32.0,21-40
37.0,21-40
49.0,41-60
40.0,21-40
40.0,21-40
77.0,61-80
56.0,41-60
40.0,21-40
61.0,61-80
38.0,21-40
28.0,21-40
39.0,21-40
56.0,41-60
27.0,21-40
36.0,21-40
36.0,21-40
41.0,41-60
38.0,21-40
28.0,21-40
45.0,41-60
58.0,41-60
55.0,41-60
44.0,41-60
34.0,21-40
44.0,41-60
34.0,21-40
41.0,41-60
44.0,41-60
53.0,41-60
31.0,21-40
26.0,21-40
49.0,41-60
36.0,21-40
36.0,21-40
29.0,21-40
50.0,41-60
38.0,21-40
36.0,21-40
31.0,21-40
38.0,21-40
38.0,21-40
40.0,21-40
34.0,21-40
18.0,0-20
46.0,41-60
43.0,41-60
28.0,21-40
77.0,61-80
42.0,41-60
36.0,21-40
57.0,41-60
20.0,0-20
36.0,21-40
25.0,21-40
23.0,21-40
41.0,41-60
44.0,41-60
33.0,21-40
34.0,21-40
53.0,41-60
47.0,41-60
39.0,21-40
46.0,41-60
37.0,21-40
47.0,41-60
45.0,41-60
29.0,21-40
46.0,41-60
25.0,21-40
37.0,21-40
38.0,21-40
33.0,21-40
44.0,41-60
44.0,41-60
33.0,21-40
34.0,21-40
33.0,21-40
35.0,21-40
48.0,41-60
40.0,21-40
41.0,41-60
42.0,41-60
34.0,21-40
26.0,21-40
27.0,21-40
33.0,21-40
50.0,41-60
33.0,21-40
32.0,21-40
40.0,21-40
58.0,41-60
35.0,21-40
42.0,41-60
46.0,41-60
40.0,21-40
35.0,21-40
36.0,21-40
47.0,41-60
30.0,21-40
30.0,21-40
28.0,21-40
33.0,21-40
53.0,41-60
36.0,21-40
28.0,21-40
29.0,21-40
39.0,21-40
35.0,21-40
36.0,21-40
42.0,41-60
28.0,21-40
